"location","depth","photo","group","successes","failures","cover"
"man","sh","t3_2","macro",8,92,0.08
"man","sh","t3_2","non_reef",5,95,0.05
"man","sh","t3_2","plob",83,17,0.83
"man","sh","t3_2","turf",1,99,0.01
"man","sh","t3_2","poci",3,97,0.03
"man","sh","t3_2","cca",0,100,0
"man","sh","t3_2","biotic",0,100,0
"man","sh","t3_2","hard_coral_other",0,100,0
"man","sh","t3_3","abiotic",0,100,0
"man","sh","t3_3","macro",3,97,0.03
"man","sh","t3_3","non_reef",4,96,0.04
"man","sh","t3_3","plob",82,18,0.82
"man","sh","t3_3","turf",5,95,0.05
"man","sh","t3_3","poci",6,94,0.06
"man","sh","t3_3","cca",0,100,0
"man","sh","t3_3","biotic",0,100,0
"man","sh","t3_3","hard_coral_other",0,100,0
"man","sh","t3_4","abiotic",0,100,0
"man","sh","t3_4","macro",1,99,0.01
"man","sh","t3_4","non_reef",5,95,0.05
"man","sh","t3_4","plob",92,8,0.92
"man","sh","t3_4","turf",0,100,0
"man","sh","t3_4","poci",2,98,0.02
"man","sh","t3_4","cca",0,100,0
"man","sh","t3_4","biotic",0,100,0
"man","sh","t3_4","hard_coral_other",0,100,0
"man","sh","t3_5","abiotic",0,100,0
"man","sh","t3_5","macro",6,94,0.06
"man","sh","t3_5","non_reef",0,100,0
"man","sh","t3_5","plob",83,17,0.83
"man","sh","t3_5","turf",8,92,0.08
"man","sh","t3_5","poci",3,97,0.03
"man","sh","t3_5","cca",0,100,0
"man","sh","t3_5","biotic",0,100,0
"man","sh","t3_5","hard_coral_other",0,100,0
"man","sh","t3_6","abiotic",0,100,0
"man","sh","t3_6","macro",1,99,0.01
"man","sh","t3_6","non_reef",1,99,0.01
"man","sh","t3_6","plob",94,6,0.94
"man","sh","t3_6","turf",4,96,0.04
"man","sh","t3_6","poci",0,100,0
"man","sh","t3_6","cca",0,100,0
"man","sh","t3_6","biotic",0,100,0
"man","sh","t3_6","hard_coral_other",0,100,0
"man","sh","t3_7","abiotic",0,100,0
"man","sh","t3_7","macro",0,100,0
"man","sh","t3_7","non_reef",4,96,0.04
"man","sh","t3_7","plob",91,9,0.91
"man","sh","t3_7","turf",5,95,0.05
"man","sh","t3_7","poci",0,100,0
"man","sh","t3_7","cca",0,100,0
"man","sh","t3_7","biotic",0,100,0
"man","sh","t3_7","hard_coral_other",0,100,0
"man","sh","t3_8","abiotic",1,99,0.01
"man","sh","t3_8","macro",0,100,0
"man","sh","t3_8","non_reef",1,99,0.01
"man","sh","t3_8","plob",60,40,0.6
"man","sh","t3_8","turf",38,62,0.38
"man","sh","t3_8","poci",0,100,0
"man","sh","t3_8","cca",0,100,0
"man","sh","t3_8","biotic",0,100,0
"man","sh","t3_8","hard_coral_other",0,100,0
"man","sh","t3_9","abiotic",0,100,0
"man","sh","t3_9","macro",1,99,0.01
"man","sh","t3_9","non_reef",3,97,0.03
"man","sh","t3_9","plob",88,12,0.88
"man","sh","t3_9","turf",7,93,0.07
"man","sh","t3_9","poci",1,99,0.01
"man","sh","t3_9","cca",0,100,0
"man","sh","t3_9","biotic",0,100,0
"man","sh","t3_9","hard_coral_other",0,100,0
"man","sh","t4_1","abiotic",31,69,0.31
"man","sh","t4_1","macro",0,100,0
"man","sh","t4_1","non_reef",9,91,0.09
"man","sh","t4_1","plob",56,44,0.56
"man","sh","t4_1","turf",2,98,0.02
"man","sh","t4_1","poci",1,99,0.01
"man","sh","t4_1","cca",0,100,0
"man","sh","t4_1","biotic",1,99,0.01
"man","sh","t4_1","hard_coral_other",0,100,0
"man","sh","t4_10","abiotic",2,98,0.02
"man","sh","t4_10","macro",1,99,0.01
"man","sh","t4_10","non_reef",2,98,0.02
"man","sh","t4_10","plob",75,25,0.75
"man","sh","t4_10","turf",11,89,0.11
"man","sh","t4_10","poci",9,91,0.09
"man","sh","t4_10","cca",0,100,0
"man","sh","t4_10","biotic",0,100,0
"man","sh","t4_10","hard_coral_other",0,100,0
"man","sh","t4_11","abiotic",2,98,0.02
"man","sh","t4_11","macro",4,96,0.04
"man","sh","t4_11","non_reef",1,99,0.01
"man","sh","t4_11","plob",80,20,0.8
"man","sh","t4_11","turf",4,96,0.04
"man","sh","t4_11","poci",9,91,0.09
"man","sh","t4_11","cca",0,100,0
"man","sh","t4_11","biotic",0,100,0
"man","sh","t4_11","hard_coral_other",0,100,0
"man","sh","t4_12","abiotic",0,100,0
"man","sh","t4_12","macro",0,100,0
"man","sh","t4_12","non_reef",3,97,0.03
"man","sh","t4_12","plob",85,15,0.85
"man","sh","t4_12","turf",8,92,0.08
"man","sh","t4_12","poci",1,99,0.01
"man","sh","t4_12","cca",0,100,0
"man","sh","t4_12","biotic",3,97,0.03
"man","sh","t4_12","hard_coral_other",0,100,0
"man","sh","t4_13","abiotic",0,100,0
"man","sh","t4_13","macro",1,99,0.01
"man","sh","t4_13","non_reef",2,98,0.02
"man","sh","t4_13","plob",87,13,0.87
"man","sh","t4_13","turf",8,92,0.08
"man","sh","t4_13","poci",2,98,0.02
"man","sh","t4_13","cca",0,100,0
"man","sh","t4_13","biotic",0,100,0
"man","sh","t4_13","hard_coral_other",0,100,0
"man","sh","t4_14","abiotic",1,99,0.01
"man","sh","t4_14","macro",2,98,0.02
"man","sh","t4_14","non_reef",9,91,0.09
"man","sh","t4_14","plob",82,18,0.82
"man","sh","t4_14","turf",5,95,0.05
"man","sh","t4_14","poci",0,100,0
"man","sh","t4_14","cca",0,100,0
"man","sh","t4_14","biotic",1,99,0.01
"man","sh","t4_14","hard_coral_other",0,100,0
"man","sh","t4_15","abiotic",0,100,0
"man","sh","t4_15","macro",1,99,0.01
"man","sh","t4_15","non_reef",9,91,0.09
"man","sh","t4_15","plob",74,26,0.74
"man","sh","t4_15","turf",11,89,0.11
"man","sh","t4_15","poci",5,95,0.05
"man","sh","t4_15","cca",0,100,0
"man","sh","t4_15","biotic",0,100,0
"man","sh","t4_15","hard_coral_other",0,100,0
"man","sh","t4_2","abiotic",0,100,0
"man","sh","t4_2","macro",0,100,0
"man","sh","t4_2","non_reef",8,92,0.08
"man","sh","t4_2","plob",92,8,0.92
"man","sh","t4_2","turf",0,100,0
"man","sh","t4_2","poci",0,100,0
"man","sh","t4_2","cca",0,100,0
"man","sh","t4_2","biotic",0,100,0
"man","sh","t4_2","hard_coral_other",0,100,0
"man","sh","t4_3","abiotic",0,100,0
"man","sh","t4_3","macro",0,100,0
"man","sh","t4_3","non_reef",8,92,0.08
"man","sh","t4_3","plob",90,10,0.9
"man","sh","t4_3","turf",2,98,0.02
"man","sh","t4_3","poci",0,100,0
"man","sh","t4_3","cca",0,100,0
"man","sh","t4_3","biotic",0,100,0
"man","sh","t4_3","hard_coral_other",0,100,0
"man","sh","t4_4","abiotic",0,100,0
"man","sh","t4_4","macro",2,98,0.02
"man","sh","t4_4","non_reef",4,96,0.04
"man","sh","t4_4","plob",92,8,0.92
"man","sh","t4_4","turf",0,100,0
"man","sh","t4_4","poci",2,98,0.02
"man","sh","t4_4","cca",0,100,0
"man","sh","t4_4","biotic",0,100,0
"man","sh","t4_4","hard_coral_other",0,100,0
"man","sh","t4_5","abiotic",1,99,0.01
"man","sh","t4_5","macro",4,96,0.04
"man","sh","t4_5","non_reef",9,91,0.09
"man","sh","t4_5","plob",70,30,0.7
"man","sh","t4_5","turf",9,91,0.09
"man","sh","t4_5","poci",0,100,0
"man","sh","t4_5","cca",0,100,0
"man","sh","t4_5","biotic",7,93,0.07
"man","sh","t4_5","hard_coral_other",0,100,0
"man","sh","t4_6","abiotic",4,96,0.04
"man","sh","t4_6","macro",1,99,0.01
"man","sh","t4_6","non_reef",12,88,0.12
"man","sh","t4_6","plob",75,25,0.75
"man","sh","t4_6","turf",6,94,0.06
"man","sh","t4_6","poci",2,98,0.02
"man","sh","t4_6","cca",0,100,0
"man","sh","t4_6","biotic",0,100,0
"man","sh","t4_6","hard_coral_other",0,100,0
"man","sh","t4_7","abiotic",2,98,0.02
"man","sh","t4_7","macro",2,98,0.02
"man","sh","t4_7","non_reef",8,92,0.08
"man","sh","t4_7","plob",85,15,0.85
"man","sh","t4_7","turf",3,97,0.03
"man","sh","t4_7","poci",0,100,0
"man","sh","t4_7","cca",0,100,0
"man","sh","t4_7","biotic",0,100,0
"man","sh","t4_7","hard_coral_other",0,100,0
"man","sh","t4_8","abiotic",8,92,0.08
"man","sh","t4_8","macro",0,100,0
"man","sh","t4_8","non_reef",4,96,0.04
"man","sh","t4_8","plob",76,24,0.76
"man","sh","t4_8","turf",6,94,0.06
"man","sh","t4_8","poci",6,94,0.06
"man","sh","t4_8","cca",0,100,0
"man","sh","t4_8","biotic",0,100,0
"man","sh","t4_8","hard_coral_other",0,100,0
"man","sh","t4_9","abiotic",1,99,0.01
"man","sh","t4_9","macro",0,100,0
"man","sh","t4_9","non_reef",15,85,0.15
"man","sh","t4_9","plob",74,26,0.74
"man","sh","t4_9","turf",4,96,0.04
"man","sh","t4_9","poci",6,94,0.06
"man","sh","t4_9","cca",0,100,0
"man","sh","t4_9","biotic",0,100,0
"man","sh","t4_9","hard_coral_other",0,100,0
"mtt","dp","t1_1","abiotic",2,98,0.02
"mtt","dp","t1_1","macro",5,95,0.05
"mtt","dp","t1_1","non_reef",5,95,0.05
"mtt","dp","t1_1","plob",64,36,0.64
"mtt","dp","t1_1","turf",5,95,0.05
"mtt","dp","t1_1","poci",14,86,0.14
"mtt","dp","t1_1","cca",0,100,0
"mtt","dp","t1_1","biotic",5,95,0.05
"mtt","dp","t1_1","hard_coral_other",0,100,0
"mtt","dp","t1_10","abiotic",4,96,0.04
"mtt","dp","t1_10","macro",19,81,0.19
"mtt","dp","t1_10","non_reef",2,98,0.02
"mtt","dp","t1_10","plob",44,56,0.44
"mtt","dp","t1_10","turf",15,85,0.15
"mtt","dp","t1_10","poci",11,89,0.11
"mtt","dp","t1_10","cca",0,100,0
"mtt","dp","t1_10","biotic",5,95,0.05
"mtt","dp","t1_10","hard_coral_other",0,100,0
"mtt","dp","t1_11","abiotic",0,100,0
"mtt","dp","t1_11","macro",6,94,0.06
"mtt","dp","t1_11","non_reef",11,89,0.11
"mtt","dp","t1_11","plob",74,26,0.74
"mtt","dp","t1_11","turf",3,97,0.03
"mtt","dp","t1_11","poci",3,97,0.03
"mtt","dp","t1_11","cca",0,100,0
"mtt","dp","t1_11","biotic",3,97,0.03
"mtt","dp","t1_11","hard_coral_other",0,100,0
"mtt","dp","t1_12","abiotic",0,100,0
"mtt","dp","t1_12","macro",10,90,0.1
"mtt","dp","t1_12","non_reef",7,93,0.07
"mtt","dp","t1_12","plob",55,45,0.55
"mtt","dp","t1_12","turf",23,77,0.23
"mtt","dp","t1_12","poci",5,95,0.05
"mtt","dp","t1_12","cca",0,100,0
"mtt","dp","t1_12","biotic",0,100,0
"mtt","dp","t1_12","hard_coral_other",0,100,0
"mtt","dp","t1_13","abiotic",1,99,0.01
"mtt","dp","t1_13","macro",4,96,0.04
"mtt","dp","t1_13","non_reef",3,97,0.03
"mtt","dp","t1_13","plob",70,30,0.7
"mtt","dp","t1_13","turf",17,83,0.17
"mtt","dp","t1_13","poci",5,95,0.05
"mtt","dp","t1_13","cca",0,100,0
"mtt","dp","t1_13","biotic",0,100,0
"mtt","dp","t1_13","hard_coral_other",0,100,0
"mtt","dp","t1_14","abiotic",0,100,0
"mtt","dp","t1_14","macro",7,93,0.07
"mtt","dp","t1_14","non_reef",12,88,0.12
"mtt","dp","t1_14","plob",74,26,0.74
"mtt","dp","t1_14","turf",5,95,0.05
"mtt","dp","t1_14","poci",2,98,0.02
"mtt","dp","t1_14","cca",0,100,0
"mtt","dp","t1_14","biotic",0,100,0
"mtt","dp","t1_14","hard_coral_other",0,100,0
"mtt","dp","t1_15","abiotic",0,100,0
"mtt","dp","t1_15","macro",2,98,0.02
"mtt","dp","t1_15","non_reef",9,91,0.09
"mtt","dp","t1_15","plob",70,30,0.7
"mtt","dp","t1_15","turf",17,83,0.17
"mtt","dp","t1_15","poci",2,98,0.02
"mtt","dp","t1_15","cca",0,100,0
"mtt","dp","t1_15","biotic",0,100,0
"mtt","dp","t1_15","hard_coral_other",0,100,0
"mtt","dp","t1_2","abiotic",2,98,0.02
"mtt","dp","t1_2","macro",7,93,0.07
"mtt","dp","t1_2","non_reef",10,90,0.1
"mtt","dp","t1_2","plob",65,35,0.65
"mtt","dp","t1_2","turf",5,95,0.05
"mtt","dp","t1_2","poci",11,89,0.11
"mtt","dp","t1_2","cca",0,100,0
"mtt","dp","t1_2","biotic",0,100,0
"mtt","dp","t1_2","hard_coral_other",0,100,0
"mtt","dp","t1_3","abiotic",0,100,0
"mtt","dp","t1_3","macro",6,94,0.06
"mtt","dp","t1_3","non_reef",6,94,0.06
"mtt","dp","t1_3","plob",66,34,0.66
"mtt","dp","t1_3","turf",4,96,0.04
"mtt","dp","t1_3","poci",18,82,0.18
"mtt","dp","t1_3","cca",0,100,0
"mtt","dp","t1_3","biotic",0,100,0
"mtt","dp","t1_3","hard_coral_other",0,100,0
"mtt","dp","t1_4","abiotic",7,93,0.07
"mtt","dp","t1_4","macro",8,92,0.08
"mtt","dp","t1_4","non_reef",3,97,0.03
"mtt","dp","t1_4","plob",76,24,0.76
"mtt","dp","t1_4","turf",2,98,0.02
"mtt","dp","t1_4","poci",4,96,0.04
"mtt","dp","t1_4","cca",0,100,0
"mtt","dp","t1_4","biotic",0,100,0
"mtt","dp","t1_4","hard_coral_other",0,100,0
"mtt","dp","t1_5","abiotic",3,97,0.03
"mtt","dp","t1_5","macro",5,95,0.05
"mtt","dp","t1_5","non_reef",9,91,0.09
"mtt","dp","t1_5","plob",57,43,0.57
"mtt","dp","t1_5","turf",14,86,0.14
"mtt","dp","t1_5","poci",10,90,0.1
"mtt","dp","t1_5","cca",0,100,0
"mtt","dp","t1_5","biotic",2,98,0.02
"mtt","dp","t1_5","hard_coral_other",0,100,0
"mtt","dp","t1_6","abiotic",0,100,0
"mtt","dp","t1_6","macro",10,90,0.1
"mtt","dp","t1_6","non_reef",1,99,0.01
"mtt","dp","t1_6","plob",70,30,0.7
"mtt","dp","t1_6","turf",11,89,0.11
"mtt","dp","t1_6","poci",5,95,0.05
"mtt","dp","t1_6","cca",0,100,0
"mtt","dp","t1_6","biotic",3,97,0.03
"mtt","dp","t1_6","hard_coral_other",0,100,0
"mtt","dp","t1_7","abiotic",1,99,0.01
"mtt","dp","t1_7","macro",7,93,0.07
"mtt","dp","t1_7","non_reef",6,94,0.06
"mtt","dp","t1_7","plob",82,18,0.82
"mtt","dp","t1_7","turf",4,96,0.04
"mtt","dp","t1_7","poci",0,100,0
"mtt","dp","t1_7","cca",0,100,0
"mtt","dp","t1_7","biotic",0,100,0
"mtt","dp","t1_7","hard_coral_other",0,100,0
"mtt","dp","t1_8","abiotic",4,96,0.04
"mtt","dp","t1_8","macro",1,99,0.01
"mtt","dp","t1_8","non_reef",7,93,0.07
"mtt","dp","t1_8","plob",85,15,0.85
"mtt","dp","t1_8","turf",3,97,0.03
"mtt","dp","t1_8","poci",0,100,0
"mtt","dp","t1_8","cca",0,100,0
"mtt","dp","t1_8","biotic",0,100,0
"mtt","dp","t1_8","hard_coral_other",0,100,0
"mtt","dp","t1_9","abiotic",3,97,0.03
"mtt","dp","t1_9","macro",2,98,0.02
"mtt","dp","t1_9","non_reef",9,91,0.09
"mtt","dp","t1_9","plob",51,49,0.51
"mtt","dp","t1_9","turf",25,75,0.25
"mtt","dp","t1_9","poci",3,97,0.03
"mtt","dp","t1_9","cca",0,100,0
"mtt","dp","t1_9","biotic",7,93,0.07
"mtt","dp","t1_9","hard_coral_other",0,100,0
"mtt","dp","t2_1","abiotic",0,100,0
"mtt","dp","t2_1","macro",2,98,0.02
"mtt","dp","t2_1","non_reef",3,97,0.03
"mtt","dp","t2_1","plob",70,30,0.7
"mtt","dp","t2_1","turf",16,84,0.16
"mtt","dp","t2_1","poci",9,91,0.09
"mtt","dp","t2_1","cca",0,100,0
"mtt","dp","t2_1","biotic",0,100,0
"mtt","dp","t2_1","hard_coral_other",0,100,0
"mtt","dp","t2_10","abiotic",14,86,0.14
"mtt","dp","t2_10","macro",13,87,0.13
"mtt","dp","t2_10","non_reef",6,94,0.06
"mtt","dp","t2_10","plob",49,51,0.49
"mtt","dp","t2_10","turf",14,86,0.14
"mtt","dp","t2_10","poci",4,96,0.04
"mtt","dp","t2_10","cca",0,100,0
"mtt","dp","t2_10","biotic",0,100,0
"mtt","dp","t2_10","hard_coral_other",0,100,0
"mtt","dp","t2_11","abiotic",3,97,0.03
"mtt","dp","t2_11","macro",19,81,0.19
"mtt","dp","t2_11","non_reef",3,97,0.03
"mtt","dp","t2_11","plob",66,34,0.66
"mtt","dp","t2_11","turf",7,93,0.07
"mtt","dp","t2_11","poci",2,98,0.02
"mtt","dp","t2_11","cca",0,100,0
"mtt","dp","t2_11","biotic",0,100,0
"mtt","dp","t2_11","hard_coral_other",0,100,0
"mtt","dp","t2_12","abiotic",0,100,0
"mtt","dp","t2_12","macro",11,89,0.11
"mtt","dp","t2_12","non_reef",7,93,0.07
"mtt","dp","t2_12","plob",72,28,0.72
"mtt","dp","t2_12","turf",10,90,0.1
"mtt","dp","t2_12","poci",0,100,0
"mtt","dp","t2_12","cca",0,100,0
"mtt","dp","t2_12","biotic",0,100,0
"mtt","dp","t2_12","hard_coral_other",0,100,0
"mtt","dp","t2_13","abiotic",0,100,0
"mtt","dp","t2_13","macro",11,89,0.11
"mtt","dp","t2_13","non_reef",6,94,0.06
"mtt","dp","t2_13","plob",64,36,0.64
"mtt","dp","t2_13","turf",6,94,0.06
"mtt","dp","t2_13","poci",13,87,0.13
"mtt","dp","t2_13","cca",0,100,0
"mtt","dp","t2_13","biotic",0,100,0
"mtt","dp","t2_13","hard_coral_other",0,100,0
"mtt","dp","t2_14","abiotic",0,100,0
"mtt","dp","t2_14","macro",26,74,0.26
"mtt","dp","t2_14","non_reef",5,95,0.05
"mtt","dp","t2_14","plob",64,36,0.64
"mtt","dp","t2_14","turf",2,98,0.02
"mtt","dp","t2_14","poci",3,97,0.03
"mtt","dp","t2_14","cca",0,100,0
"mtt","dp","t2_14","biotic",0,100,0
"mtt","dp","t2_14","hard_coral_other",0,100,0
"mtt","dp","t2_15","abiotic",1,99,0.01
"mtt","dp","t2_15","macro",18,82,0.18
"mtt","dp","t2_15","non_reef",13,87,0.13
"mtt","dp","t2_15","plob",53,47,0.53
"mtt","dp","t2_15","turf",11,89,0.11
"mtt","dp","t2_15","poci",3,97,0.03
"mtt","dp","t2_15","cca",0,100,0
"mtt","dp","t2_15","biotic",1,99,0.01
"mtt","dp","t2_15","hard_coral_other",0,100,0
"mtt","dp","t2_2","abiotic",2,98,0.02
"mtt","dp","t2_2","macro",8,92,0.08
"mtt","dp","t2_2","non_reef",17,83,0.17
"mtt","dp","t2_2","plob",60,40,0.6
"mtt","dp","t2_2","turf",11,89,0.11
"mtt","dp","t2_2","poci",2,98,0.02
"mtt","dp","t2_2","cca",0,100,0
"mtt","dp","t2_2","biotic",0,100,0
"mtt","dp","t2_2","hard_coral_other",0,100,0
"mtt","dp","t2_3","abiotic",3,97,0.03
"mtt","dp","t2_3","macro",18,82,0.18
"mtt","dp","t2_3","non_reef",8,92,0.08
"mtt","dp","t2_3","plob",54,46,0.54
"mtt","dp","t2_3","turf",13,87,0.13
"mtt","dp","t2_3","poci",4,96,0.04
"mtt","dp","t2_3","cca",0,100,0
"mtt","dp","t2_3","biotic",0,100,0
"mtt","dp","t2_3","hard_coral_other",0,100,0
"mtt","dp","t2_4","abiotic",1,99,0.01
"mtt","dp","t2_4","macro",29,71,0.29
"mtt","dp","t2_4","non_reef",2,98,0.02
"mtt","dp","t2_4","plob",44,56,0.44
"mtt","dp","t2_4","turf",17,83,0.17
"mtt","dp","t2_4","poci",7,93,0.07
"mtt","dp","t2_4","cca",0,100,0
"mtt","dp","t2_4","biotic",0,100,0
"mtt","dp","t2_4","hard_coral_other",0,100,0
"mtt","dp","t2_5","abiotic",0,100,0
"mtt","dp","t2_5","macro",18,82,0.18
"mtt","dp","t2_5","non_reef",2,98,0.02
"mtt","dp","t2_5","plob",61,39,0.61
"mtt","dp","t2_5","turf",14,86,0.14
"mtt","dp","t2_5","poci",5,95,0.05
"mtt","dp","t2_5","cca",0,100,0
"mtt","dp","t2_5","biotic",0,100,0
"mtt","dp","t2_5","hard_coral_other",0,100,0
"mtt","dp","t2_6","abiotic",4,96,0.04
"mtt","dp","t2_6","macro",17,83,0.17
"mtt","dp","t2_6","non_reef",8,92,0.08
"mtt","dp","t2_6","plob",62,38,0.62
"mtt","dp","t2_6","turf",5,95,0.05
"mtt","dp","t2_6","poci",4,96,0.04
"mtt","dp","t2_6","cca",0,100,0
"mtt","dp","t2_6","biotic",0,100,0
"mtt","dp","t2_6","hard_coral_other",0,100,0
"mtt","dp","t2_7","abiotic",8,92,0.08
"mtt","dp","t2_7","macro",14,86,0.14
"mtt","dp","t2_7","non_reef",7,93,0.07
"mtt","dp","t2_7","plob",53,47,0.53
"mtt","dp","t2_7","turf",14,86,0.14
"mtt","dp","t2_7","poci",4,96,0.04
"mtt","dp","t2_7","cca",0,100,0
"mtt","dp","t2_7","biotic",0,100,0
"mtt","dp","t2_7","hard_coral_other",0,100,0
"mtt","dp","t2_8","abiotic",17,83,0.17
"mtt","dp","t2_8","macro",16,84,0.16
"mtt","dp","t2_8","non_reef",2,98,0.02
"mtt","dp","t2_8","plob",62,38,0.62
"mtt","dp","t2_8","turf",2,98,0.02
"mtt","dp","t2_8","poci",0,100,0
"mtt","dp","t2_8","cca",0,100,0
"mtt","dp","t2_8","biotic",1,99,0.01
"mtt","dp","t2_8","hard_coral_other",0,100,0
"mtt","dp","t2_9","abiotic",5,95,0.05
"mtt","dp","t2_9","macro",22,78,0.22
"mtt","dp","t2_9","non_reef",8,92,0.08
"mtt","dp","t2_9","plob",50,50,0.5
"mtt","dp","t2_9","turf",11,89,0.11
"mtt","dp","t2_9","poci",3,97,0.03
"mtt","dp","t2_9","cca",0,100,0
"mtt","dp","t2_9","biotic",1,99,0.01
"mtt","dp","t2_9","hard_coral_other",0,100,0
"mtt","dp","t3_1","abiotic",2,98,0.02
"mtt","dp","t3_1","macro",4,96,0.04
"mtt","dp","t3_1","non_reef",15,85,0.15
"mtt","dp","t3_1","plob",41,59,0.41
"mtt","dp","t3_1","turf",26,74,0.26
"mtt","dp","t3_1","poci",12,88,0.12
"mtt","dp","t3_1","cca",0,100,0
"mtt","dp","t3_1","biotic",0,100,0
"mtt","dp","t3_1","hard_coral_other",0,100,0
"mtt","dp","t3_10","abiotic",44,56,0.44
"mtt","dp","t3_10","macro",0,100,0
"mtt","dp","t3_10","non_reef",5,95,0.05
"mtt","dp","t3_10","plob",15,85,0.15
"mtt","dp","t3_10","turf",30,70,0.3
"mtt","dp","t3_10","poci",0,100,0
"mtt","dp","t3_10","cca",0,100,0
"mtt","dp","t3_10","biotic",6,94,0.06
"mtt","dp","t3_10","hard_coral_other",0,100,0
"mtt","dp","t3_11","abiotic",8,92,0.08
"mtt","dp","t3_11","macro",3,97,0.03
"mtt","dp","t3_11","non_reef",10,90,0.1
"mtt","dp","t3_11","plob",53,47,0.53
"mtt","dp","t3_11","turf",18,82,0.18
"mtt","dp","t3_11","poci",7,93,0.07
"mtt","dp","t3_11","cca",1,99,0.01
"mtt","dp","t3_11","biotic",0,100,0
"mtt","dp","t3_11","hard_coral_other",0,100,0
"mtt","dp","t3_12","abiotic",8,92,0.08
"mtt","dp","t3_12","macro",1,99,0.01
"mtt","dp","t3_12","non_reef",11,89,0.11
"mtt","dp","t3_12","plob",50,50,0.5
"mtt","dp","t3_12","turf",19,81,0.19
"mtt","dp","t3_12","poci",11,89,0.11
"mtt","dp","t3_12","cca",0,100,0
"mtt","dp","t3_12","biotic",0,100,0
"mtt","dp","t3_12","hard_coral_other",0,100,0
"mtt","dp","t3_13","abiotic",0,100,0
"mtt","dp","t3_13","macro",3,97,0.03
"mtt","dp","t3_13","non_reef",11,89,0.11
"mtt","dp","t3_13","plob",70,30,0.7
"mtt","dp","t3_13","turf",9,91,0.09
"mtt","dp","t3_13","poci",7,93,0.07
"mtt","dp","t3_13","cca",0,100,0
"mtt","dp","t3_13","biotic",0,100,0
"mtt","dp","t3_13","hard_coral_other",0,100,0
"mtt","dp","t3_14","abiotic",4,96,0.04
"mtt","dp","t3_14","macro",2,98,0.02
"mtt","dp","t3_14","non_reef",13,87,0.13
"mtt","dp","t3_14","plob",74,26,0.74
"mtt","dp","t3_14","turf",3,97,0.03
"mtt","dp","t3_14","poci",4,96,0.04
"mtt","dp","t3_14","cca",0,100,0
"mtt","dp","t3_14","biotic",0,100,0
"mtt","dp","t3_14","hard_coral_other",0,100,0
"mtt","dp","t3_15","abiotic",2,98,0.02
"mtt","dp","t3_15","macro",6,94,0.06
"mtt","dp","t3_15","non_reef",7,93,0.07
"mtt","dp","t3_15","plob",63,37,0.63
"mtt","dp","t3_15","turf",10,90,0.1
"mtt","dp","t3_15","poci",11,89,0.11
"mtt","dp","t3_15","cca",1,99,0.01
"mtt","dp","t3_15","biotic",0,100,0
"mtt","dp","t3_15","hard_coral_other",0,100,0
"mtt","dp","t3_2","abiotic",13,87,0.13
"mtt","dp","t3_2","macro",3,97,0.03
"mtt","dp","t3_2","non_reef",7,93,0.07
"mtt","dp","t3_2","plob",40,60,0.4
"mtt","dp","t3_2","turf",27,73,0.27
"mtt","dp","t3_2","poci",10,90,0.1
"mtt","dp","t3_2","cca",0,100,0
"mtt","dp","t3_2","biotic",0,100,0
"mtt","dp","t3_2","hard_coral_other",0,100,0
"mtt","dp","t3_3","abiotic",13,87,0.13
"mtt","dp","t3_3","macro",3,97,0.03
"mtt","dp","t3_3","non_reef",7,93,0.07
"mtt","dp","t3_3","plob",40,60,0.4
"mtt","dp","t3_3","turf",27,73,0.27
"mtt","dp","t3_3","poci",10,90,0.1
"mtt","dp","t3_3","cca",0,100,0
"mtt","dp","t3_3","biotic",0,100,0
"mtt","dp","t3_3","hard_coral_other",0,100,0
"mtt","dp","t3_4","abiotic",13,87,0.13
"mtt","dp","t3_4","macro",3,97,0.03
"mtt","dp","t3_4","non_reef",7,93,0.07
"mtt","dp","t3_4","plob",40,60,0.4
"mtt","dp","t3_4","turf",27,73,0.27
"mtt","dp","t3_4","poci",10,90,0.1
"mtt","dp","t3_4","cca",0,100,0
"mtt","dp","t3_4","biotic",0,100,0
"mtt","dp","t3_4","hard_coral_other",0,100,0
"mtt","dp","t3_5","abiotic",1,99,0.01
"mtt","dp","t3_5","macro",2,98,0.02
"mtt","dp","t3_5","non_reef",12,88,0.12
"mtt","dp","t3_5","plob",62,38,0.62
"mtt","dp","t3_5","turf",14,86,0.14
"mtt","dp","t3_5","poci",9,91,0.09
"mtt","dp","t3_5","cca",0,100,0
"mtt","dp","t3_5","biotic",0,100,0
"mtt","dp","t3_5","hard_coral_other",0,100,0
"mtt","dp","t3_6","abiotic",11,89,0.11
"mtt","dp","t3_6","macro",2,98,0.02
"mtt","dp","t3_6","non_reef",10,90,0.1
"mtt","dp","t3_6","plob",36,64,0.36
"mtt","dp","t3_6","turf",33,67,0.33
"mtt","dp","t3_6","poci",8,92,0.08
"mtt","dp","t3_6","cca",0,100,0
"mtt","dp","t3_6","biotic",0,100,0
"mtt","dp","t3_6","hard_coral_other",0,100,0
"mtt","dp","t3_7","abiotic",0,100,0
"mtt","dp","t3_7","macro",0,100,0
"mtt","dp","t3_7","non_reef",7,93,0.07
"mtt","dp","t3_7","plob",68,32,0.68
"mtt","dp","t3_7","turf",20,80,0.2
"mtt","dp","t3_7","poci",3,97,0.03
"mtt","dp","t3_7","cca",0,100,0
